ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
5769,Dachshund,Small,Male,1.0,,Active,Wet food,Purina,3.0,No,Yes,No,13.0,2.0,Low,2.0,62.0,Yes,No,26.76
5770,Doberman,Large,,5.0,Neutered,,Home cooked,Special,1.0,Yes,Yes,No,14.0,2.0,,4.0,61.0,Yes,,21.77
5771,Dachshund,Small,Male,3.0,Neutered,Active,Special diet,Pedigree,2.0,Yes,Yes,No,11.0,,Active,1.0,54.0,Yes,Yes,18.6
5772,Great Dane,Large,Male,12.0,Spayed,,Special diet,Royal Canin,2.0,Yes,No,No,12.0,2.0,Moderate,2.0,59.0,Yes,Yes,16.78
5773,German Shepherd,Large,Male,9.0,Spayed,Very Active,Special diet,Pedigree,2.0,No,Yes,No,10.0,1.0,,3.0,78.0,,Yes,
5774,Rottweiler,Large,Female,6.0,,Active,Special diet,Royal Canin,5.0,No,No,No,12.0,3.0,Low,1.0,42.0,Yes,Yes,20.87
5775,Bulldog,Medium,Male,2.0,,Moderate,Hard food,Iams,4.0,No,No,No,8.0,2.0,Moderate,1.0,48.0,Yes,Yes,24.95
5776,Boxer,Medium,Female,4.0,,Moderate,Wet food,Iams,3.0,Yes,Yes,No,10.0,1.0,Low,0.0,68.0,Yes,No,35.83
5777,Yorkshire Terrier,Small,Male,1.0,,,Wet food,Royal Canin,0.0,No,Yes,No,10.0,2.0,Moderate,2.0,60.0,Yes,,23.59
5778,Dachshund,Small,Male,13.0,Neutered,Moderate,Home cooked,Special,5.0,Yes,Yes,No,13.0,1.0,Active,3.0,81.0,Yes,Yes,34.47
5779,Dachshund,Small,Male,1.0,Neutered,,Home cooked,Special,3.0,No,No,No,11.0,0.0,Low,0.0,65.0,Yes,Yes,23.13
5780,Doberman,Large,Female,9.0,Spayed,Active,Special diet,Royal Canin,2.0,Yes,No,No,9.0,2.0,Moderate,3.0,68.0,Yes,Yes,16.33
5781,Poodle,Small,Male,9.0,Spayed,,Special diet,Nutro,3.0,No,No,No,10.0,1.0,,3.0,69.0,,Yes,12.7
5782,Dachshund,Small,Male,11.0,Neutered,,Wet food,Hill's Science,6.0,Yes,No,No,9.0,1.0,Low,0.0,76.0,Yes,No,34.02
5783,Beagle,Small,Male,11.0,,Active,Special diet,Wellness,3.0,No,No,No,12.0,2.0,Active,1.0,67.0,Yes,Yes,18.14
5784,Siberian Husky,Medium,Female,5.0,,,Home cooked,Special,3.0,Yes,No,No,10.0,4.0,,0.0,52.0,Yes,Yes,20.87
5785,Labrador Retriever,Large,Female,1.0,Spayed,Low,,Hill's Science,3.0,Yes,Yes,No,,0.0,,1.0,94.0,Yes,No,19.96
5786,Chihuahua,Small,Female,12.0,Spayed,Low,Home cooked,Special,2.0,No,No,No,11.0,1.0,,1.0,84.0,Yes,Yes,17.69
5787,Great Dane,Large,Female,8.0,Spayed,Low,Wet food,Nutro,3.0,Yes,No,No,11.0,1.0,Active,1.0,72.0,Yes,Yes,28.12
5788,,Large,Male,3.0,,,Special diet,Hill's Science,4.0,No,Yes,No,11.0,2.0,,,53.0,Yes,Yes,31.75
5789,Labrador Retriever,Large,Male,,,Very Active,,Special,6.0,Yes,Yes,No,8.0,1.0,Very Active,1.0,82.0,Yes,Yes,
5790,Bulldog,Medium,Female,8.0,Neutered,,Special diet,Royal Canin,3.0,Yes,No,No,14.0,2.0,Very Active,1.0,47.0,Yes,Yes,30.39
5791,Yorkshire Terrier,Small,Female,6.0,,Very Active,Special diet,Iams,1.0,No,Yes,No,11.0,1.0,Low,1.0,80.0,Yes,Yes,14.51
5792,,Medium,Male,13.0,,Very Active,Hard food,Pedigree,1.0,No,,No,9.0,1.0,Active,2.0,60.0,Yes,Yes,26.76
5793,Doberman,Large,Female,2.0,,Very Active,Wet food,Nutro,2.0,Yes,Yes,No,13.0,3.0,Active,2.0,83.0,Yes,Yes,36.29
5794,Bulldog,Medium,Male,12.0,Spayed,,Home cooked,Special,0.0,No,No,No,11.0,1.0,Active,3.0,70.0,Yes,Yes,27.22
5795,Chihuahua,Small,Male,4.0,Neutered,Very Active,Hard food,Nutro,3.0,No,Yes,Yes,12.0,3.0,Very Active,1.0,48.0,Yes,Yes,26.31
5796,Beagle,Small,Female,12.0,Spayed,Active,Wet food,Pedigree,1.0,No,Yes,No,12.0,0.0,Low,0.0,63.0,Yes,No,13.61
5797,Yorkshire Terrier,Small,Female,9.0,,,Hard food,Nutro,3.0,Yes,No,No,12.0,2.0,Moderate,2.0,65.0,Yes,No,23.13
5798,Great Dane,Large,Female,6.0,,,Hard food,Nutro,3.0,No,Yes,No,8.0,2.0,Very Active,3.0,83.0,Yes,No,24.04
5799,Bulldog,Medium,Male,3.0,Spayed,,Special diet,Blue Buffalo,3.0,No,Yes,No,9.0,2.0,,0.0,70.0,Yes,Yes,16.78
5800,German Shepherd,Large,Female,8.0,Spayed,,Wet food,Wellness,1.0,Yes,Yes,No,12.0,1.0,Low,2.0,97.0,Yes,Yes,33.57
5801,,Large,Male,2.0,Spayed,Active,Special diet,Nutro,5.0,,No,No,10.0,0.0,,1.0,72.0,Yes,Yes,20.41
5802,Poodle,Small,Female,5.0,Neutered,,Hard food,Iams,1.0,Yes,Yes,No,11.0,1.0,Active,4.0,64.0,Yes,Yes,32.21
5803,Boxer,Medium,Female,12.0,Neutered,Active,Special diet,Nutro,2.0,No,No,No,11.0,1.0,Very Active,2.0,,Yes,Yes,22.23
5804,Boxer,Medium,Male,11.0,,Very Active,Hard food,Nutro,4.0,Yes,No,No,12.0,4.0,,3.0,69.0,Yes,Yes,15.88
5805,Doberman,Large,Male,12.0,Spayed,Very Active,Special diet,Blue Buffalo,2.0,No,Yes,No,11.0,,Low,0.0,70.0,Yes,Yes,17.24
5806,German Shepherd,Large,Male,10.0,Spayed,Low,Hard food,Hill's Science,3.0,No,Yes,No,10.0,1.0,Low,0.0,38.0,Yes,No,14.06
5807,Bulldog,Medium,Male,4.0,Spayed,,Home cooked,Special,1.0,No,Yes,No,11.0,1.0,,0.0,72.0,Yes,Yes,28.58
5808,Poodle,Small,Male,5.0,,Moderate,Home cooked,Special,2.0,Yes,No,No,11.0,0.0,,4.0,69.0,Yes,Yes,22.23
5809,Siberian Husky,Medium,Male,13.0,Neutered,Low,Special diet,Royal Canin,3.0,Yes,Yes,No,14.0,3.0,,1.0,63.0,Yes,Yes,26.76
5810,Beagle,Small,Male,8.0,Neutered,,Hard food,Blue Buffalo,,No,Yes,No,10.0,0.0,,2.0,65.0,Yes,Yes,34.02
5811,Yorkshire Terrier,Small,Female,12.0,,Moderate,Wet food,Purina,3.0,No,No,No,8.0,1.0,,,68.0,Yes,No,24.49
5812,Chihuahua,Small,Female,9.0,,Moderate,Hard food,Royal Canin,0.0,No,Yes,No,13.0,2.0,Active,4.0,75.0,Yes,No,33.57
5813,Australian Shepherd,Medium,Female,9.0,Spayed,Low,Home cooked,Special,3.0,No,No,No,11.0,1.0,Low,0.0,60.0,Yes,Yes,16.78
5814,,,Female,7.0,,Active,Home cooked,Special,3.0,No,No,No,9.0,1.0,,1.0,56.0,Yes,Yes,30.84
5815,Beagle,Small,Male,13.0,Spayed,Active,Hard food,Purina,4.0,Yes,Yes,No,10.0,0.0,Moderate,0.0,61.0,Yes,,20.41
5816,Poodle,Small,,10.0,Neutered,Low,Home cooked,Special,1.0,,Yes,No,10.0,2.0,Very Active,4.0,77.0,Yes,Yes,17.24
5817,Labrador Retriever,Large,Female,6.0,,,Home cooked,Special,2.0,Yes,No,No,9.0,3.0,Very Active,0.0,67.0,Yes,Yes,19.96
5818,Siberian Husky,Medium,Female,7.0,Spayed,Low,Home cooked,Special,2.0,No,No,No,12.0,0.0,Moderate,1.0,70.0,Yes,Yes,26.76
5819,Siberian Husky,Medium,Female,2.0,,,Home cooked,Special,3.0,Yes,Yes,No,10.0,0.0,Very Active,0.0,67.0,Yes,No,25.85
5820,Beagle,Small,Male,6.0,Spayed,Active,Wet food,Wellness,4.0,Yes,No,No,,1.0,Active,1.0,79.0,Yes,Yes,23.59
5821,Yorkshire Terrier,Small,Female,6.0,Neutered,Active,Home cooked,Special,3.0,Yes,No,No,9.0,1.0,Low,2.0,33.0,Yes,Yes,34.02
5822,Golden Retriever,Large,Female,11.0,Spayed,Moderate,Wet food,Nutro,2.0,No,Yes,No,9.0,1.0,Very Active,0.0,68.0,Yes,No,32.66
5823,Siberian Husky,Medium,Male,4.0,,,Special diet,Wellness,2.0,,No,No,13.0,3.0,Moderate,1.0,65.0,Yes,Yes,19.05
5824,Poodle,Small,Female,4.0,Neutered,Very Active,Home cooked,Special,3.0,Yes,Yes,No,10.0,1.0,,1.0,51.0,Yes,,24.04
5825,Bulldog,Medium,Male,6.0,Neutered,Very Active,Special diet,Hill's Science,2.0,No,Yes,No,12.0,2.0,Active,0.0,91.0,Yes,Yes,32.21
5826,Great Dane,Large,Female,9.0,,Low,Special diet,Iams,0.0,Yes,No,No,11.0,3.0,Low,1.0,57.0,Yes,No,9.07
5827,Golden Retriever,Large,Male,6.0,,,Wet food,Hill's Science,0.0,No,Yes,No,10.0,1.0,Low,2.0,80.0,Yes,No,28.58
5828,Rottweiler,Large,Female,6.0,,Very Active,Hard food,Purina,4.0,No,Yes,,9.0,1.0,Active,2.0,58.0,Yes,No,24.49
5829,Dachshund,Small,Male,9.0,Neutered,Active,Hard food,Nutro,6.0,Yes,No,No,10.0,3.0,Very Active,4.0,60.0,Yes,Yes,
5830,Dachshund,Small,Male,13.0,Neutered,Moderate,Special diet,Nutro,1.0,Yes,Yes,No,10.0,0.0,Moderate,,58.0,Yes,Yes,28.12
5831,Poodle,Small,Female,6.0,,,Home cooked,Special,3.0,Yes,Yes,No,13.0,3.0,Active,2.0,55.0,Yes,Yes,35.38
5832,,Large,Female,5.0,Spayed,Active,Special diet,Hill's Science,4.0,No,,No,12.0,1.0,,2.0,74.0,Yes,Yes,13.15
5833,Bulldog,Medium,Male,6.0,,,Wet food,Nutro,4.0,No,Yes,No,12.0,0.0,Active,1.0,51.0,Yes,Yes,21.32
5834,Australian Shepherd,Medium,Male,11.0,Neutered,Moderate,Wet food,Iams,3.0,No,Yes,No,9.0,1.0,,1.0,45.0,Yes,No,18.6
5835,Siberian Husky,Medium,Male,10.0,Spayed,Low,Home cooked,Special,4.0,Yes,Yes,No,13.0,0.0,Low,1.0,,Yes,Yes,18.14
5836,Chihuahua,Small,Female,10.0,Neutered,,Special diet,Hill's Science,2.0,Yes,No,No,12.0,2.0,,0.0,98.0,Yes,No,37.65
5837,Yorkshire Terrier,Small,Female,11.0,,,Special diet,Nutro,3.0,No,Yes,No,10.0,2.0,Active,4.0,43.0,Yes,No,23.13
5838,,Medium,Male,13.0,,Moderate,Wet food,,4.0,No,Yes,No,9.0,1.0,Moderate,3.0,59.0,Yes,No,21.32
5839,Yorkshire Terrier,Small,Male,4.0,,Low,Wet food,Blue Buffalo,3.0,Yes,Yes,No,12.0,0.0,Low,1.0,40.0,Yes,No,30.39
5840,Australian Shepherd,Medium,Female,12.0,,Low,Home cooked,Special,0.0,Yes,Yes,,12.0,,Active,1.0,43.0,Yes,No,25.85
5841,German Shepherd,Large,Female,10.0,,Very Active,Special diet,Wellness,4.0,No,,No,9.0,1.0,,0.0,58.0,Yes,No,25.85
5842,Beagle,Small,Female,12.0,Spayed,Moderate,Hard food,,3.0,Yes,Yes,No,13.0,0.0,Active,2.0,48.0,Yes,No,24.04
5843,Australian Shepherd,Medium,Female,6.0,Spayed,Active,Home cooked,Special,1.0,No,No,No,11.0,2.0,Low,2.0,40.0,Yes,Yes,29.03
5844,Bulldog,Medium,Female,9.0,Spayed,,Home cooked,Special,1.0,No,Yes,,10.0,2.0,Moderate,0.0,69.0,Yes,Yes,17.69
5845,Golden Retriever,Large,Male,12.0,Spayed,Active,Home cooked,Special,2.0,No,Yes,No,12.0,0.0,,0.0,84.0,Yes,Yes,24.49
5846,Labrador Retriever,Large,Male,1.0,Spayed,,Hard food,Purina,3.0,No,No,No,11.0,,Moderate,2.0,34.0,Yes,Yes,32.66
5847,Poodle,Small,Female,5.0,Spayed,Active,Home cooked,Special,5.0,Yes,No,No,12.0,2.0,Very Active,1.0,81.0,Yes,Yes,22.23
5848,Chihuahua,Small,Male,6.0,,Moderate,Special diet,Purina,2.0,No,No,No,11.0,3.0,Moderate,1.0,83.0,,Yes,
5849,Chihuahua,Small,Female,6.0,Neutered,,Hard food,Royal Canin,4.0,Yes,Yes,No,11.0,1.0,Active,0.0,57.0,Yes,No,19.05
5850,Great Dane,Large,Male,4.0,Neutered,Moderate,Wet food,Royal Canin,4.0,No,No,No,9.0,0.0,Moderate,2.0,76.0,Yes,Yes,19.05
5851,Doberman,Large,Female,4.0,Neutered,Very Active,Home cooked,Special,3.0,Yes,No,,13.0,3.0,Active,,58.0,Yes,Yes,9.07
5852,Great Dane,Large,Female,13.0,Spayed,Very Active,Wet food,Pedigree,5.0,Yes,No,No,12.0,1.0,,1.0,64.0,Yes,Yes,21.32
5853,Golden Retriever,Large,Female,13.0,Spayed,,Wet food,Iams,4.0,No,Yes,No,12.0,2.0,Very Active,1.0,58.0,Yes,No,25.85
5854,German Shepherd,Large,Male,12.0,,Moderate,Special diet,Royal Canin,2.0,No,No,,11.0,0.0,Very Active,2.0,69.0,Yes,Yes,30.84
5855,Dachshund,Small,Female,12.0,Neutered,,Hard food,Blue Buffalo,4.0,No,Yes,No,12.0,2.0,Very Active,2.0,62.0,Yes,No,19.96
5856,Golden Retriever,Large,Male,7.0,,Very Active,Special diet,Iams,5.0,Yes,No,No,10.0,2.0,Very Active,0.0,60.0,Yes,Yes,23.13
5857,Yorkshire Terrier,Small,Female,10.0,Spayed,Active,Special diet,Hill's Science,2.0,Yes,No,No,12.0,2.0,Moderate,2.0,45.0,Yes,Yes,14.51
5858,Siberian Husky,Medium,Female,1.0,,Moderate,Special diet,Wellness,3.0,No,Yes,No,11.0,2.0,Low,1.0,45.0,Yes,No,32.21
5859,Rottweiler,Large,Female,2.0,Neutered,Very Active,Wet food,Royal Canin,4.0,Yes,No,Yes,10.0,1.0,Moderate,0.0,41.0,Yes,Yes,29.94
5860,Bulldog,Medium,Male,1.0,Spayed,Very Active,Wet food,Iams,2.0,Yes,No,No,12.0,0.0,Very Active,4.0,75.0,Yes,Yes,34.47
5861,Yorkshire Terrier,Small,Male,9.0,Neutered,Active,Home cooked,Special,2.0,Yes,Yes,No,12.0,1.0,Very Active,2.0,53.0,Yes,Yes,9.53
5862,Dachshund,Small,Female,1.0,Neutered,Very Active,Home cooked,Special,2.0,Yes,Yes,No,13.0,3.0,,0.0,73.0,Yes,Yes,17.24
5863,Great Dane,Large,Female,4.0,Neutered,,Home cooked,Special,3.0,Yes,No,No,10.0,4.0,Moderate,0.0,67.0,Yes,Yes,15.88
5864,,Medium,Female,2.0,Neutered,,,Pedigree,5.0,No,Yes,No,12.0,2.0,,2.0,54.0,Yes,Yes,25.85
5865,Golden Retriever,Large,Male,10.0,,Very Active,Hard food,Blue Buffalo,0.0,No,Yes,No,11.0,2.0,Active,1.0,,Yes,Yes,22.23
5866,Beagle,Small,Male,13.0,Neutered,,,Wellness,4.0,No,Yes,No,12.0,0.0,,2.0,53.0,Yes,Yes,17.24
5867,Siberian Husky,Medium,Female,12.0,Spayed,Moderate,Home cooked,Special,0.0,No,Yes,No,12.0,1.0,Low,1.0,77.0,Yes,Yes,33.11
5868,Great Dane,Large,Male,6.0,Spayed,Active,Wet food,Wellness,1.0,Yes,Yes,No,11.0,1.0,Active,0.0,,Yes,Yes,11.34
5869,Chihuahua,Small,Female,12.0,,Moderate,Hard food,Nutro,3.0,Yes,No,No,11.0,2.0,Low,2.0,86.0,Yes,No,18.14
5870,Poodle,Small,Male,6.0,,Low,Hard food,Hill's Science,3.0,Yes,No,No,13.0,0.0,Low,1.0,39.0,Yes,Yes,18.14
5871,Australian Shepherd,Medium,Female,5.0,,Low,Wet food,Royal Canin,,Yes,Yes,No,12.0,1.0,Moderate,2.0,80.0,Yes,No,25.85
5872,Bulldog,Medium,Male,2.0,,Very Active,Special diet,Blue Buffalo,2.0,Yes,Yes,No,10.0,3.0,Very Active,1.0,51.0,Yes,Yes,17.24
5873,Labrador Retriever,Large,Female,10.0,Neutered,Moderate,Home cooked,Special,4.0,No,Yes,No,9.0,0.0,Active,0.0,55.0,Yes,No,16.78
5874,Labrador Retriever,Large,Male,7.0,Neutered,Moderate,Special diet,Royal Canin,3.0,No,No,No,11.0,1.0,Active,1.0,71.0,Yes,Yes,17.24
5875,Bulldog,Medium,Male,5.0,Spayed,Low,Wet food,Royal Canin,2.0,Yes,Yes,No,11.0,2.0,Low,2.0,91.0,,Yes,26.76
5876,Chihuahua,Small,Female,5.0,,Very Active,Wet food,Nutro,0.0,No,Yes,Yes,12.0,1.0,Very Active,4.0,61.0,Yes,No,24.95
5877,Siberian Husky,Medium,Female,1.0,Spayed,,Wet food,Hill's Science,1.0,No,No,No,10.0,0.0,Moderate,3.0,,Yes,Yes,16.78
5878,Labrador Retriever,Large,Female,1.0,,Moderate,Hard food,Purina,3.0,Yes,No,No,9.0,0.0,Very Active,1.0,68.0,Yes,No,26.76
5879,Doberman,Large,Female,10.0,Spayed,Low,Special diet,Purina,2.0,Yes,No,No,14.0,2.0,,2.0,54.0,Yes,Yes,23.13
5880,Australian Shepherd,Medium,Male,9.0,Spayed,,Wet food,Royal Canin,0.0,Yes,No,No,13.0,2.0,Very Active,2.0,69.0,Yes,Yes,22.68
5881,Beagle,Small,Female,10.0,,Moderate,Wet food,Hill's Science,6.0,No,No,No,13.0,0.0,Active,2.0,63.0,Yes,No,21.32
5882,Labrador Retriever,Large,Male,9.0,Spayed,Active,Hard food,Purina,4.0,Yes,No,No,11.0,0.0,Low,0.0,42.0,Yes,Yes,29.94
5883,Rottweiler,Large,Female,2.0,Spayed,,Home cooked,Special,2.0,Yes,,No,10.0,1.0,Moderate,2.0,49.0,Yes,,32.21
5884,Beagle,Small,Female,5.0,,Moderate,Hard food,Nutro,2.0,No,No,No,14.0,0.0,Active,3.0,61.0,Yes,Yes,29.48
5885,Boxer,Medium,,2.0,Neutered,Moderate,Wet food,Royal Canin,2.0,Yes,No,No,14.0,3.0,Active,0.0,58.0,Yes,Yes,25.4
5886,Yorkshire Terrier,Small,Male,10.0,Spayed,Active,Hard food,Royal Canin,2.0,Yes,No,No,11.0,4.0,Very Active,0.0,63.0,Yes,Yes,20.41
5887,Siberian Husky,Medium,Male,9.0,,Active,Wet food,Wellness,4.0,No,No,No,8.0,2.0,Very Active,2.0,62.0,Yes,Yes,22.68
5888,Beagle,Small,Male,5.0,,Low,Wet food,Hill's Science,5.0,No,Yes,No,13.0,0.0,Active,3.0,70.0,Yes,No,36.29
5889,Australian Shepherd,Medium,Female,11.0,Spayed,Low,Special diet,Blue Buffalo,1.0,Yes,Yes,No,12.0,1.0,Moderate,4.0,54.0,Yes,Yes,31.3
5890,German Shepherd,Large,Male,13.0,Spayed,Moderate,Hard food,Blue Buffalo,4.0,Yes,Yes,No,10.0,,Very Active,0.0,64.0,Yes,No,28.12
5891,Beagle,Small,Male,5.0,,Very Active,Special diet,Wellness,1.0,,Yes,No,10.0,0.0,Active,0.0,56.0,Yes,Yes,21.77
5892,Dachshund,Small,Female,8.0,Neutered,Very Active,Wet food,Blue Buffalo,4.0,No,No,No,11.0,1.0,Very Active,2.0,75.0,Yes,Yes,12.7
5893,Poodle,Small,Male,7.0,,Active,Hard food,Hill's Science,1.0,No,,,11.0,0.0,Active,2.0,63.0,Yes,Yes,14.51
5894,Boxer,Medium,Female,11.0,,,Hard food,Wellness,3.0,Yes,No,No,11.0,1.0,,4.0,48.0,Yes,No,22.23
5895,Great Dane,Large,Male,6.0,Spayed,Moderate,Special diet,Purina,0.0,Yes,No,No,11.0,3.0,Low,3.0,57.0,Yes,Yes,37.19
5896,Boxer,Medium,Male,12.0,Neutered,Low,Wet food,Wellness,2.0,No,Yes,No,11.0,3.0,Moderate,4.0,69.0,Yes,No,
5897,Dachshund,Small,Male,9.0,,Active,Special diet,Purina,1.0,Yes,No,No,14.0,3.0,Active,0.0,60.0,Yes,Yes,22.68
5898,Chihuahua,Small,Female,,,Very Active,Hard food,Iams,3.0,Yes,No,No,9.0,1.0,Low,4.0,58.0,Yes,Yes,20.41
5899,Yorkshire Terrier,,Female,5.0,,Active,Home cooked,Special,0.0,Yes,Yes,No,11.0,1.0,Active,,57.0,Yes,Yes,14.51
5900,Dachshund,Small,Female,9.0,,Moderate,Home cooked,Special,3.0,Yes,Yes,No,11.0,2.0,Very Active,1.0,62.0,Yes,No,10.43
5901,Rottweiler,Large,Female,9.0,Neutered,Moderate,,Hill's Science,3.0,No,Yes,No,11.0,1.0,,1.0,52.0,Yes,No,27.67
5902,Golden Retriever,Large,Male,8.0,Neutered,Moderate,Hard food,Iams,4.0,Yes,Yes,No,13.0,1.0,Low,1.0,48.0,Yes,Yes,23.13
5903,Bulldog,Medium,Female,8.0,Spayed,,Wet food,Nutro,1.0,Yes,Yes,No,14.0,2.0,Very Active,2.0,45.0,Yes,Yes,24.04
5904,Chihuahua,Small,Male,13.0,Spayed,Low,Special diet,Hill's Science,2.0,Yes,Yes,No,10.0,2.0,Active,1.0,52.0,Yes,Yes,24.95
5905,Doberman,Large,Male,1.0,Spayed,Active,Wet food,Purina,1.0,Yes,Yes,No,14.0,1.0,Moderate,1.0,60.0,Yes,Yes,19.96
5906,Great Dane,Large,Male,7.0,Neutered,,Special diet,Purina,2.0,No,No,No,12.0,2.0,Low,2.0,44.0,,Yes,23.59
5907,,Medium,Male,11.0,Spayed,,Special diet,Blue Buffalo,4.0,Yes,No,No,13.0,1.0,,4.0,79.0,Yes,Yes,18.14
5908,Doberman,Large,Female,5.0,,Very Active,Special diet,Wellness,5.0,No,No,No,10.0,3.0,,1.0,74.0,,Yes,22.68
5909,Bulldog,Medium,Female,11.0,Neutered,Active,Special diet,Purina,3.0,Yes,Yes,No,10.0,2.0,Moderate,4.0,82.0,Yes,Yes,17.69
5910,Labrador Retriever,Large,Female,11.0,Neutered,,Hard food,Hill's Science,2.0,No,Yes,No,12.0,2.0,Low,0.0,41.0,Yes,No,18.6
5911,Bulldog,Medium,Male,7.0,,,Hard food,Pedigree,3.0,No,No,No,13.0,2.0,Active,0.0,57.0,Yes,No,24.04
5912,Boxer,Medium,Male,3.0,Neutered,Active,Home cooked,Special,4.0,Yes,Yes,No,12.0,2.0,,4.0,64.0,Yes,Yes,16.78
5913,Doberman,Large,Female,10.0,Spayed,Low,Wet food,Hill's Science,4.0,Yes,No,Yes,11.0,4.0,,1.0,57.0,Yes,No,19.5
5914,,Medium,Male,8.0,Neutered,Low,Hard food,Pedigree,5.0,No,Yes,Yes,12.0,2.0,Low,0.0,60.0,Yes,No,27.67
5915,Yorkshire Terrier,Small,Female,12.0,,Low,Special diet,Royal Canin,2.0,No,No,,9.0,2.0,Active,1.0,46.0,Yes,Yes,26.76
5916,Beagle,Small,Female,2.0,,Low,Wet food,Purina,5.0,No,No,No,10.0,1.0,Low,0.0,40.0,Yes,No,15.88
5917,Dachshund,Small,Female,12.0,,Very Active,Wet food,Iams,2.0,Yes,Yes,No,9.0,2.0,Low,0.0,65.0,Yes,No,15.88
5918,Great Dane,Large,Female,11.0,,,Hard food,Wellness,3.0,No,No,No,,3.0,Moderate,2.0,56.0,Yes,No,18.6
5919,Poodle,Small,Female,8.0,Neutered,,Hard food,Iams,5.0,No,No,No,9.0,0.0,Moderate,1.0,56.0,,Yes,26.31
5920,Bulldog,Medium,Male,5.0,Spayed,Very Active,Hard food,Iams,5.0,Yes,No,No,8.0,3.0,Active,1.0,83.0,Yes,Yes,23.13
5921,Labrador Retriever,Large,Male,6.0,,,Special diet,Nutro,,No,Yes,No,11.0,1.0,,1.0,45.0,Yes,Yes,25.85
5922,Siberian Husky,Medium,Male,1.0,Spayed,Moderate,Special diet,Pedigree,3.0,No,Yes,No,9.0,0.0,Active,,62.0,Yes,No,25.4
5923,Beagle,Small,Female,2.0,Neutered,,Home cooked,Special,1.0,Yes,No,No,13.0,1.0,Active,0.0,52.0,Yes,Yes,23.13
5924,Dachshund,Small,Female,12.0,Neutered,Very Active,Home cooked,Special,3.0,No,Yes,No,10.0,2.0,Low,2.0,65.0,Yes,Yes,22.68
5925,Golden Retriever,Large,Female,2.0,,Moderate,Wet food,Blue Buffalo,1.0,Yes,No,No,11.0,1.0,,1.0,81.0,Yes,Yes,27.67
5926,Rottweiler,Large,Female,6.0,Neutered,Very Active,Wet food,Blue Buffalo,2.0,,Yes,No,10.0,,Low,2.0,59.0,Yes,Yes,33.57
5927,Golden Retriever,Large,Male,1.0,,Moderate,Wet food,Purina,2.0,Yes,No,No,10.0,1.0,Moderate,2.0,36.0,Yes,No,17.69
5928,Australian Shepherd,Medium,Female,9.0,,Very Active,Hard food,Wellness,3.0,No,Yes,No,11.0,2.0,Low,1.0,67.0,Yes,No,18.6
5929,Doberman,Large,Male,12.0,Spayed,Moderate,Home cooked,Special,3.0,Yes,No,No,14.0,0.0,Active,1.0,38.0,Yes,Yes,28.12
5930,Great Dane,Large,Male,11.0,,,Hard food,Hill's Science,4.0,No,Yes,No,10.0,2.0,Low,2.0,39.0,Yes,No,32.66
5931,Rottweiler,Large,Male,6.0,Neutered,Low,Wet food,Pedigree,3.0,No,No,No,12.0,1.0,Moderate,1.0,58.0,Yes,Yes,36.74
5932,Boxer,Medium,Male,6.0,Spayed,Moderate,Wet food,Nutro,4.0,Yes,No,No,13.0,2.0,Low,2.0,59.0,Yes,Yes,26.31
5933,Rottweiler,Large,Male,10.0,Spayed,Active,Hard food,Purina,1.0,Yes,Yes,No,14.0,2.0,Low,2.0,78.0,Yes,Yes,26.76
5934,Boxer,Medium,Female,3.0,,,Wet food,,1.0,Yes,No,No,10.0,3.0,Active,2.0,93.0,Yes,Yes,31.3
5935,Beagle,Small,,5.0,Neutered,Very Active,Home cooked,Special,3.0,Yes,Yes,No,9.0,0.0,Very Active,2.0,74.0,,Yes,20.41
5936,Australian Shepherd,Medium,Female,13.0,Neutered,,Special diet,Blue Buffalo,5.0,Yes,,No,11.0,1.0,Very Active,3.0,61.0,Yes,Yes,26.31
5937,Golden Retriever,Large,Female,2.0,Neutered,Very Active,Home cooked,Special,3.0,No,No,No,11.0,2.0,Moderate,4.0,73.0,Yes,Yes,34.47
5938,Boxer,Medium,Female,3.0,Spayed,,Wet food,Wellness,2.0,Yes,No,No,11.0,2.0,Active,1.0,54.0,Yes,Yes,20.41
5939,Golden Retriever,Large,Male,4.0,,Moderate,Hard food,Pedigree,,No,No,No,10.0,0.0,,,78.0,Yes,No,36.74
5940,Australian Shepherd,Medium,Male,12.0,,Moderate,Home cooked,Special,4.0,No,No,No,11.0,2.0,Low,2.0,47.0,Yes,Yes,19.96
5941,Poodle,Small,Female,3.0,Spayed,,Wet food,Nutro,5.0,No,Yes,No,11.0,1.0,,0.0,77.0,Yes,No,19.96
5942,Siberian Husky,Medium,Female,4.0,,,Hard food,Purina,4.0,Yes,Yes,No,9.0,1.0,Active,0.0,60.0,Yes,No,31.3
5943,German Shepherd,Large,Male,13.0,,Low,Wet food,Blue Buffalo,0.0,Yes,Yes,No,9.0,0.0,Very Active,0.0,83.0,Yes,No,27.67
5944,Bulldog,Medium,,7.0,Spayed,Moderate,Hard food,Pedigree,5.0,Yes,Yes,No,11.0,2.0,Very Active,1.0,77.0,Yes,Yes,19.96
