Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Daily Walk Distance (miles),Hours of Sleep,Play Time (hrs),Annual Vet Visits,Weight (kg)
Golden Retriever,Large,Male,12.0,Neutered,Very Active,5.0,11.0,1.0,0.0,32.49
Dachshund,Small,Female,5.0,Spayed,Very Active,0.0,11.0,1.0,1.0,7.02
Rottweiler,Large,Female,6.0,Neutered,Very Active,1.0,9.0,1.0,0.0,36.02
Unknown,Medium,Female,1.0,Neutered,Very Active,4.0,9.0,0.0,2.0,22.23
Doberman,Large,Male,11.0,Neutered,Unknown,1.0,9.0,1.0,1.0,35.84
Boxer,Medium,Male,4.0,Neutered,Unknown,4.0,9.0,1.0,1.0,30.63
Rottweiler,Large,Male,11.0,Neutered,Very Active,5.0,11.0,1.0,1.0,37.68
Golden Retriever,Large,Male,2.0,Spayed,Active,4.0,12.0,4.0,1.0,32.66
Beagle,Small,Male,13.0,Unknown,Low,5.0,11.0,2.0,2.0,14.33
Great Dane,Large,Unknown,9.0,Neutered,Very Active,3.0,14.0,2.0,0.0,59.49
Bulldog,Medium,Female,8.0,Unknown,Moderate,0.0,14.0,1.0,2.0,21.79
Rottweiler,Large,Male,7.0,Unknown,Low,2.0,10.0,1.0,3.0,40.94
Rottweiler,Large,Female,8.0,Unknown,Very Active,3.0,11.0,2.0,1.0,50.57
Doberman,Large,Male,7.0,Spayed,Very Active,2.0,12.0,0.0,1.0,37.48
German Shepherd,Large,Male,7.0,Spayed,Very Active,1.0,11.0,1.0,4.0,30.39
German Shepherd,Large,Male,8.0,Spayed,Unknown,1.0,11.0,2.0,3.0,31.43
Yorkshire Terrier,Small,Male,3.0,Spayed,Unknown,0.0,13.0,1.0,0.0,3.7
Poodle,Small,Female,2.0,Spayed,Active,2.0,10.0,2.0,0.0,31.3
Boxer,Medium,Male,10.0,Spayed,Very Active,3.0,13.0,0.0,1.0,26.72
Chihuahua,Small,Female,1.0,Neutered,Active,3.0,14.0,1.0,1.0,2.85
Chihuahua,Small,Unknown,6.0,Neutered,Low,3.0,14.0,1.0,2.0,3.42
German Shepherd,Large,Unknown,7.0,Neutered,Unknown,4.0,11.0,0.0,3.0,24.49
Beagle,Small,Male,6.0,Neutered,Moderate,5.0,11.0,1.0,2.0,12.69
Dachshund,Small,Female,7.0,Spayed,Active,2.0,10.0,2.0,1.0,4.88
Doberman,Large,Male,6.0,Unknown,Very Active,2.0,12.0,1.0,1.0,29.94
Chihuahua,Small,Female,5.0,Unknown,Active,2.0,12.0,1.0,2.0,1.74
Bulldog,Medium,Female,9.0,Unknown,Low,3.0,13.0,1.0,0.0,23.13
Dachshund,Small,Female,4.0,Spayed,Active,2.0,12.0,2.0,2.0,5.14
Australian Shepherd,Medium,Male,13.0,Spayed,Low,1.0,9.0,1.0,3.0,31.37
Rottweiler,Large,Male,12.0,Spayed,Moderate,3.0,11.0,2.0,4.0,49.83
German Shepherd,Large,Male,2.0,Neutered,Very Active,3.0,11.0,1.0,1.0,32.79
Doberman,Large,Male,1.0,Unknown,Low,4.0,9.0,2.0,1.0,30.87
Poodle,Small,Male,8.0,Neutered,Active,2.0,12.0,1.0,3.0,16.01
Poodle,Small,Female,11.0,Unknown,Unknown,3.0,11.0,2.0,4.0,27.22
Labrador Retriever,Large,Male,9.0,Spayed,Unknown,4.0,8.0,2.0,0.0,27.19
Doberman,Large,Male,4.0,Neutered,Moderate,3.0,14.0,3.0,1.0,27.22
Great Dane,Large,Female,8.0,Neutered,Moderate,3.0,9.0,0.0,3.0,67.76
Beagle,Small,Male,2.0,Unknown,Moderate,2.0,13.0,2.0,2.0,12.71
Doberman,Large,Male,2.0,Neutered,Active,5.0,11.0,3.0,2.0,44.16
Labrador Retriever,Unknown,Female,3.0,Unknown,Moderate,4.0,11.0,2.0,3.0,33.32
Labrador Retriever,Large,Female,3.0,Spayed,Active,4.0,10.0,2.0,0.0,29.88
Australian Shepherd,Medium,Female,6.0,Spayed,Moderate,4.0,8.0,2.0,3.0,25.4
Labrador Retriever,Large,Female,11.0,Spayed,Very Active,3.0,14.0,2.0,0.0,29.13
Rottweiler,Large,Male,13.0,Neutered,Moderate,3.0,10.0,3.0,4.0,38.12
Beagle,Small,Male,10.0,Neutered,Moderate,5.0,11.0,0.0,3.0,15.42
Beagle,Small,Female,11.0,Unknown,Unknown,5.0,11.0,1.0,1.0,13.61
Golden Retriever,Large,Female,1.0,Neutered,Very Active,0.0,12.0,2.0,1.0,27.94
Yorkshire Terrier,Small,Female,12.0,Unknown,Very Active,2.0,12.0,2.0,3.0,3.89
Australian Shepherd,Medium,Female,5.0,Neutered,Unknown,3.0,13.0,1.0,1.0,29.48
Poodle,Small,Male,6.0,Neutered,Very Active,1.0,12.0,3.0,1.0,19.96
Doberman,Large,Male,2.0,Spayed,Unknown,4.0,12.0,1.0,2.0,27.67
Yorkshire Terrier,Small,Female,2.0,Unknown,Very Active,3.0,12.0,1.0,1.0,4.18
Poodle,Small,Female,3.0,Spayed,Very Active,1.0,11.0,0.0,1.0,7.71
Great Dane,Large,Male,9.0,Spayed,Very Active,0.0,11.0,2.0,1.0,52.4
Poodle,Unknown,Female,9.0,Neutered,Active,3.0,13.0,2.0,3.0,23.13
Poodle,Small,Female,2.0,Neutered,Unknown,1.0,8.0,1.0,0.0,20.87
Dachshund,Small,Female,13.0,Neutered,Unknown,0.0,13.0,2.0,0.0,7.4
Labrador Retriever,Large,Female,6.0,Neutered,Active,6.0,11.0,1.0,1.0,27.55
Great Dane,Unknown,Male,11.0,Spayed,Very Active,3.0,11.0,1.0,0.0,79.66
Rottweiler,Large,Male,1.0,Spayed,Moderate,3.0,10.0,1.0,0.0,59.59
Siberian Husky,Medium,Male,13.0,Neutered,Low,2.0,11.0,0.0,1.0,25.79
Yorkshire Terrier,Small,Unknown,4.0,Neutered,Unknown,1.0,11.0,2.0,0.0,2.11
Dachshund,Small,Male,4.0,Neutered,Moderate,2.0,12.0,1.0,4.0,5.18
Labrador Retriever,Large,Male,9.0,Spayed,Very Active,2.0,10.0,1.0,1.0,33.72
Doberman,Large,Male,2.0,Neutered,Unknown,2.0,9.0,1.0,2.0,29.48
Beagle,Small,Male,7.0,Unknown,Moderate,2.0,11.0,2.0,3.0,9.98
Siberian Husky,Medium,Male,8.0,Spayed,Low,1.0,12.0,2.0,3.0,26.19
Australian Shepherd,Medium,Male,10.0,Neutered,Very Active,5.0,12.0,2.0,2.0,19.05
Bulldog,Medium,Female,2.0,Neutered,Very Active,2.0,9.0,2.0,2.0,19.09
Yorkshire Terrier,Small,Female,5.0,Neutered,Active,5.0,9.0,1.0,0.0,3.04
Labrador Retriever,Large,Female,8.0,Spayed,Unknown,1.0,12.0,3.0,1.0,30.64
Australian Shepherd,Medium,Female,2.0,Neutered,Moderate,2.0,11.0,1.0,1.0,29.42
Bulldog,Medium,Male,10.0,Neutered,Active,2.0,12.0,2.0,1.0,24.04
Doberman,Large,Female,12.0,Spayed,Active,2.0,12.0,1.0,1.0,40.73
Golden Retriever,Large,Male,5.0,Neutered,Very Active,3.0,11.0,1.0,0.0,27.95
Doberman,Large,Unknown,4.0,Neutered,Active,3.0,11.0,2.0,0.0,34.18
Golden Retriever,Large,Female,5.0,Spayed,Moderate,2.0,9.0,0.0,1.0,32.43
Great Dane,Large,Male,10.0,Neutered,Very Active,1.0,11.0,2.0,3.0,77.17
Chihuahua,Small,Male,11.0,Spayed,Active,0.0,11.0,0.0,4.0,3.73
Rottweiler,Large,Male,7.0,Neutered,Active,1.0,11.0,3.0,0.0,35.38
Dachshund,Small,Male,6.0,Spayed,Moderate,4.0,11.0,2.0,1.0,6.88
Unknown,Small,Unknown,13.0,Spayed,Active,4.0,12.0,2.0,1.0,19.5
Dachshund,Small,Female,6.0,Unknown,Unknown,1.0,11.0,1.0,1.0,6.24
Boxer,Medium,Female,9.0,Spayed,Unknown,0.0,11.0,0.0,1.0,25.85
Australian Shepherd,Medium,Male,1.0,Unknown,Very Active,3.0,11.0,0.0,1.0,27.81
Boxer,Medium,Male,5.0,Unknown,Very Active,2.0,12.0,1.0,2.0,29.09
Beagle,Small,Male,7.0,Neutered,Very Active,4.0,12.0,2.0,3.0,14.51
Poodle,Small,Male,4.0,Unknown,Active,3.0,10.0,2.0,3.0,24.95
Doberman,Large,Female,10.0,Neutered,Unknown,5.0,11.0,2.0,1.0,27.09
Australian Shepherd,Medium,Female,6.0,Spayed,Very Active,4.0,12.0,2.0,2.0,20.16
Boxer,Unknown,Female,2.0,Unknown,Low,2.0,10.0,2.0,1.0,29.03
Great Dane,Large,Female,4.0,Neutered,Unknown,4.0,10.0,0.0,4.0,68.5
Poodle,Small,Female,6.0,Unknown,Very Active,5.0,10.0,3.0,2.0,30.39
Beagle,Small,Female,2.0,Spayed,Moderate,2.0,12.0,2.0,0.0,15.84
Poodle,Small,Male,11.0,Spayed,Low,2.0,12.0,1.0,1.0,24.03
Siberian Husky,Medium,Male,3.0,Spayed,Moderate,5.0,10.0,0.0,1.0,17.61
German Shepherd,Large,Female,9.0,Neutered,Unknown,3.0,9.0,2.0,1.0,22.23
Beagle,Small,Male,3.0,Unknown,Unknown,1.0,13.0,2.0,3.0,12.31
Yorkshire Terrier,Small,Female,5.0,Unknown,Active,2.0,10.0,3.0,0.0,3.26
Chihuahua,Small,Female,6.0,Neutered,Active,2.0,10.0,1.0,1.0,1.89
Bulldog,Medium,Female,5.0,Neutered,Active,3.0,14.0,1.0,4.0,19.96
Poodle,Small,Male,11.0,Neutered,Moderate,1.0,12.0,0.0,2.0,25.4
Labrador Retriever,Large,Male,3.0,Neutered,Moderate,3.0,10.0,2.0,1.0,33.14
Chihuahua,Small,Male,2.0,Neutered,Very Active,1.0,11.0,2.0,2.0,3.1
German Shepherd,Large,Male,9.0,Neutered,Moderate,3.0,10.0,0.0,2.0,26.76
Dachshund,Small,Female,13.0,Unknown,Low,1.0,10.0,1.0,2.0,8.25
Dachshund,Small,Female,8.0,Neutered,Very Active,0.0,13.0,0.0,2.0,6.17
Poodle,Small,Male,11.0,Spayed,Active,4.0,10.0,2.0,1.0,13.61
Bulldog,Medium,Male,9.0,Unknown,Moderate,2.0,12.0,0.0,2.0,22.64
Labrador Retriever,Large,Female,3.0,Neutered,Moderate,1.0,10.0,4.0,2.0,35.97
Yorkshire Terrier,Small,Male,8.0,Neutered,Active,2.0,11.0,1.0,1.0,4.94
Unknown,Large,Male,6.0,Neutered,Moderate,5.0,9.0,1.0,2.0,19.5
Golden Retriever,Large,Female,12.0,Spayed,Low,1.0,12.0,2.0,1.0,25.85
Great Dane,Large,Female,3.0,Neutered,Very Active,5.0,11.0,1.0,1.0,67.04
Dachshund,Small,Male,8.0,Neutered,Unknown,0.0,11.0,1.0,1.0,8.85
Chihuahua,Small,Male,6.0,Neutered,Moderate,3.0,10.0,2.0,2.0,2.97
Golden Retriever,Large,Male,6.0,Unknown,Low,2.0,11.0,1.0,1.0,32.78
Great Dane,Large,Male,12.0,Spayed,Very Active,3.0,10.0,1.0,1.0,53.68
Labrador Retriever,Large,Female,1.0,Unknown,Low,3.0,13.0,1.0,1.0,26.67
Poodle,Small,Female,8.0,Spayed,Moderate,3.0,10.0,1.0,1.0,14.97
Labrador Retriever,Large,Female,8.0,Neutered,Moderate,3.0,11.0,1.0,1.0,32.28
Poodle,Small,Female,13.0,Neutered,Very Active,3.0,8.0,2.0,1.0,24.04
Australian Shepherd,Medium,Male,6.0,Neutered,Moderate,2.0,13.0,2.0,1.0,18.14
Beagle,Small,Male,10.0,Spayed,Low,1.0,12.0,1.0,2.0,15.88
Poodle,Small,Female,4.0,Unknown,Very Active,0.0,10.0,0.0,2.0,22.68
Dachshund,Unknown,Male,6.0,Spayed,Very Active,2.0,10.0,0.0,4.0,7.07
Rottweiler,Large,Female,3.0,Spayed,Low,4.0,12.0,1.0,3.0,42.1
Dachshund,Small,Male,5.0,Neutered,Active,0.0,11.0,2.0,1.0,5.05
Boxer,Medium,Female,8.0,Spayed,Low,2.0,8.0,1.0,1.0,25.4
Rottweiler,Large,Male,5.0,Spayed,Very Active,4.0,11.0,2.0,1.0,57.31
German Shepherd,Large,Female,10.0,Spayed,Active,5.0,12.0,2.0,0.0,24.04
Great Dane,Large,Female,1.0,Spayed,Very Active,2.0,12.0,0.0,1.0,78.12
Beagle,Small,Male,1.0,Neutered,Low,4.0,11.0,2.0,2.0,11.44
Great Dane,Large,Male,3.0,Neutered,Low,1.0,11.0,1.0,1.0,75.65
Golden Retriever,Large,Male,7.0,Unknown,Unknown,2.0,9.0,3.0,2.0,30.97
Dachshund,Small,Female,6.0,Spayed,Very Active,3.0,11.0,1.0,0.0,5.06
German Shepherd,Large,Male,11.0,Unknown,Low,3.0,10.0,1.0,1.0,32.49
Doberman,Large,Male,1.0,Neutered,Very Active,3.0,14.0,2.0,0.0,41.6
Doberman,Large,Female,10.0,Spayed,Active,3.0,10.0,2.0,4.0,33.06
Chihuahua,Small,Female,13.0,Spayed,Very Active,2.0,10.0,3.0,1.0,2.37
Chihuahua,Small,Male,3.0,Spayed,Low,0.0,12.0,1.0,0.0,2.62
Great Dane,Large,Male,7.0,Neutered,Unknown,3.0,13.0,2.0,3.0,73.11
Bulldog,Medium,Male,7.0,Spayed,Very Active,3.0,12.0,2.0,0.0,22.48
Doberman,Large,Male,8.0,Neutered,Very Active,3.0,11.0,3.0,2.0,29.73
Boxer,Medium,Male,5.0,Neutered,Low,5.0,11.0,2.0,3.0,33.73
Bulldog,Medium,Male,11.0,Neutered,Active,3.0,11.0,1.0,0.0,23.59
Siberian Husky,Medium,Female,9.0,Spayed,Low,3.0,11.0,1.0,2.0,20.87
Dachshund,Small,Male,13.0,Unknown,Low,2.0,13.0,2.0,1.0,5.02
German Shepherd,Large,Female,1.0,Spayed,Low,2.0,11.0,2.0,4.0,30.39
Beagle,Small,Female,8.0,Unknown,Moderate,4.0,10.0,2.0,3.0,15.88
German Shepherd,Unknown,Female,8.0,Unknown,Unknown,5.0,10.0,0.0,3.0,30.99
Rottweiler,Large,Female,6.0,Spayed,Very Active,5.0,9.0,2.0,3.0,55.15
Labrador Retriever,Large,Male,2.0,Neutered,Active,3.0,10.0,2.0,2.0,32.21
Dachshund,Unknown,Male,5.0,Spayed,Active,3.0,11.0,3.0,2.0,6.8
Siberian Husky,Medium,Female,7.0,Unknown,Very Active,2.0,12.0,1.0,2.0,24.95
Poodle,Small,Female,5.0,Spayed,Very Active,3.0,11.0,2.0,4.0,24.95
Golden Retriever,Large,Female,5.0,Spayed,Moderate,4.0,11.0,2.0,1.0,32.21
Great Dane,Large,Female,3.0,Neutered,Unknown,1.0,11.0,1.0,0.0,61.73
Rottweiler,Large,Male,5.0,Neutered,Low,4.0,11.0,2.0,0.0,54.74
Beagle,Small,Female,2.0,Unknown,Very Active,0.0,9.0,0.0,1.0,12.02
Yorkshire Terrier,Small,Male,5.0,Neutered,Active,2.0,10.0,1.0,1.0,3.34
Bulldog,Medium,Female,3.0,Neutered,Low,2.0,10.0,1.0,1.0,20.01
Beagle,Small,Female,10.0,Spayed,Active,4.0,10.0,1.0,2.0,9.25
Siberian Husky,Medium,Female,8.0,Neutered,Unknown,5.0,10.0,0.0,2.0,16.78
Australian Shepherd,Medium,Female,3.0,Unknown,Unknown,3.0,12.0,2.0,1.0,24.95
Boxer,Medium,Male,3.0,Spayed,Active,3.0,10.0,3.0,0.0,25.46
Beagle,Small,Male,5.0,Neutered,Low,0.0,11.0,1.0,2.0,15.88
Golden Retriever,Large,Male,5.0,Unknown,Unknown,3.0,9.0,1.0,2.0,28.58
Labrador Retriever,Large,Male,7.0,Spayed,Very Active,3.0,11.0,2.0,2.0,28.62
Labrador Retriever,Large,Male,1.0,Neutered,Very Active,4.0,11.0,1.0,1.0,26.76
Poodle,Unknown,Female,12.0,Spayed,Very Active,4.0,12.0,2.0,0.0,19.5
German Shepherd,Large,Female,2.0,Unknown,Active,3.0,13.0,1.0,1.0,26.31
Rottweiler,Large,Male,6.0,Unknown,Moderate,1.0,11.0,1.0,1.0,39.81
Poodle,Small,Male,9.0,Spayed,Moderate,4.0,12.0,2.0,1.0,23.13
Golden Retriever,Large,Female,5.0,Spayed,Active,3.0,11.0,2.0,1.0,25.85
Great Dane,Large,Female,7.0,Neutered,Active,4.0,12.0,0.0,4.0,62.79
Boxer,Medium,Female,8.0,Unknown,Very Active,1.0,10.0,2.0,3.0,32.31
Dachshund,Small,Male,10.0,Spayed,Active,2.0,14.0,2.0,1.0,8.3
Boxer,Medium,Female,5.0,Unknown,Active,2.0,12.0,4.0,2.0,34.98
Labrador Retriever,Large,Male,11.0,Unknown,Low,5.0,9.0,2.0,3.0,35.37
Doberman,Large,Male,9.0,Spayed,Unknown,2.0,12.0,2.0,2.0,34.47
Australian Shepherd,Medium,Male,6.0,Neutered,Unknown,2.0,11.0,1.0,3.0,24.04
Rottweiler,Large,Female,12.0,Unknown,Unknown,1.0,11.0,4.0,3.0,58.7
Poodle,Small,Female,6.0,Spayed,Very Active,0.0,13.0,2.0,1.0,23.13
Doberman,Large,Female,11.0,Spayed,Low,2.0,11.0,1.0,2.0,42.6
Doberman,Large,Male,6.0,Unknown,Very Active,1.0,11.0,1.0,2.0,32.66
Siberian Husky,Medium,Male,1.0,Neutered,Low,3.0,13.0,1.0,1.0,21.77
German Shepherd,Large,Male,2.0,Unknown,Active,1.0,11.0,3.0,0.0,35.38
Labrador Retriever,Large,Male,7.0,Neutered,Low,3.0,11.0,0.0,0.0,27.37
Bulldog,Medium,Male,1.0,Spayed,Unknown,3.0,12.0,1.0,1.0,22.68
Chihuahua,Small,Male,2.0,Unknown,Moderate,5.0,13.0,2.0,4.0,3.11
Labrador Retriever,Large,Female,4.0,Neutered,Low,3.0,11.0,1.0,0.0,25.79
German Shepherd,Large,Male,4.0,Spayed,Active,6.0,12.0,2.0,2.0,24.04
Doberman,Large,Female,3.0,Spayed,Very Active,3.0,10.0,4.0,1.0,39.16
Unknown,Large,Male,8.0,Unknown,Very Active,3.0,9.0,3.0,1.0,26.76
Australian Shepherd,Medium,Male,5.0,Unknown,Unknown,2.0,11.0,2.0,2.0,21.32
Chihuahua,Small,Male,13.0,Unknown,Very Active,4.0,12.0,1.0,0.0,2.01
Siberian Husky,Medium,Female,4.0,Spayed,Low,3.0,13.0,2.0,1.0,20.74
Boxer,Medium,Female,2.0,Neutered,Low,3.0,10.0,2.0,2.0,25.4
Poodle,Small,Female,2.0,Neutered,Unknown,1.0,12.0,2.0,3.0,25.4
Chihuahua,Small,Male,12.0,Spayed,Low,1.0,14.0,2.0,1.0,2.97
Yorkshire Terrier,Small,Male,11.0,Spayed,Active,2.0,12.0,1.0,2.0,4.88
Unknown,Large,Female,4.0,Unknown,Moderate,2.0,10.0,1.0,3.0,17.24
Rottweiler,Large,Female,6.0,Unknown,Active,3.0,12.0,0.0,0.0,35.14
Labrador Retriever,Large,Male,7.0,Spayed,Moderate,3.0,11.0,2.0,0.0,32.21
Doberman,Large,Female,5.0,Neutered,Unknown,7.0,11.0,0.0,4.0,36.86
Bulldog,Medium,Female,6.0,Unknown,Very Active,0.0,10.0,0.0,0.0,23.13
Poodle,Small,Female,8.0,Neutered,Active,2.0,12.0,1.0,0.0,14.51
Great Dane,Large,Female,6.0,Unknown,Unknown,4.0,12.0,3.0,2.0,45.76
Poodle,Small,Male,7.0,Spayed,Unknown,2.0,8.0,2.0,2.0,25.85
Dachshund,Small,Male,5.0,Spayed,Active,4.0,12.0,3.0,1.0,6.98
Bulldog,Medium,Male,5.0,Neutered,Very Active,4.0,8.0,1.0,2.0,23.13
Poodle,Small,Female,3.0,Neutered,Very Active,3.0,8.0,1.0,1.0,13.15
Chihuahua,Small,Female,2.0,Neutered,Active,1.0,12.0,2.0,1.0,3.78
Australian Shepherd,Medium,Male,2.0,Spayed,Active,1.0,11.0,1.0,3.0,21.32
Bulldog,Medium,Female,11.0,Unknown,Unknown,3.0,14.0,1.0,3.0,22.35
German Shepherd,Large,Female,1.0,Unknown,Very Active,0.0,12.0,0.0,2.0,35.38
Rottweiler,Large,Female,1.0,Neutered,Moderate,2.0,12.0,2.0,1.0,35.7
Australian Shepherd,Medium,Female,7.0,Unknown,Very Active,2.0,12.0,1.0,1.0,24.04
Poodle,Small,Male,2.0,Unknown,Active,3.0,13.0,3.0,3.0,18.6
Rottweiler,Large,Female,1.0,Unknown,Active,1.0,9.0,2.0,2.0,49.63
Rottweiler,Large,Female,8.0,Spayed,Moderate,1.0,11.0,2.0,0.0,39.76
Yorkshire Terrier,Small,Male,6.0,Neutered,Very Active,0.0,10.0,1.0,2.0,4.54
Australian Shepherd,Medium,Female,5.0,Neutered,Unknown,3.0,11.0,3.0,1.0,18.6
Chihuahua,Small,Male,10.0,Neutered,Very Active,2.0,9.0,3.0,2.0,3.98
Yorkshire Terrier,Small,Female,8.0,Spayed,Unknown,3.0,12.0,2.0,3.0,4.06
Doberman,Large,Female,1.0,Neutered,Moderate,4.0,10.0,2.0,3.0,29.48
Chihuahua,Small,Female,12.0,Spayed,Low,5.0,12.0,2.0,2.0,3.86
Golden Retriever,Unknown,Female,13.0,Neutered,Very Active,1.0,12.0,3.0,1.0,26.31
Great Dane,Large,Female,2.0,Neutered,Unknown,2.0,12.0,1.0,1.0,59.31
Bulldog,Medium,Female,3.0,Spayed,Low,0.0,14.0,1.0,2.0,21.76
Boxer,Medium,Female,1.0,Spayed,Active,6.0,10.0,1.0,2.0,30.39
Doberman,Large,Male,13.0,Unknown,Unknown,3.0,12.0,0.0,1.0,28.16
Golden Retriever,Large,Female,6.0,Spayed,Active,2.0,9.0,2.0,2.0,26.76
Great Dane,Large,Female,6.0,Neutered,Low,4.0,9.0,2.0,1.0,64.86
Chihuahua,Small,Male,6.0,Unknown,Active,2.0,13.0,0.0,1.0,2.77
German Shepherd,Large,Male,2.0,Neutered,Unknown,3.0,11.0,1.0,2.0,29.1
Rottweiler,Large,Female,1.0,Spayed,Active,3.0,12.0,1.0,1.0,49.59
Boxer,Medium,Male,5.0,Neutered,Moderate,1.0,11.0,2.0,3.0,34.02
Rottweiler,Large,Male,4.0,Neutered,Low,2.0,10.0,3.0,1.0,45.45
Great Dane,Large,Female,9.0,Spayed,Moderate,4.0,11.0,0.0,2.0,50.71
Poodle,Small,Female,8.0,Spayed,Active,3.0,12.0,3.0,1.0,31.3
Unknown,Small,Male,6.0,Unknown,Active,3.0,12.0,1.0,1.0,28.12
Labrador Retriever,Large,Female,8.0,Neutered,Very Active,3.0,9.0,0.0,2.0,27.22
Labrador Retriever,Large,Female,9.0,Spayed,Low,1.0,11.0,1.0,1.0,27.22
Great Dane,Large,Female,6.0,Spayed,Unknown,2.0,11.0,1.0,0.0,63.16
Bulldog,Medium,Male,6.0,Spayed,Low,2.0,10.0,0.0,2.0,18.95
Golden Retriever,Large,Female,7.0,Spayed,Unknown,4.0,11.0,0.0,1.0,29.01
Boxer,Medium,Male,11.0,Spayed,Unknown,4.0,10.0,2.0,2.0,27.76
Great Dane,Large,Female,6.0,Spayed,Active,5.0,11.0,1.0,1.0,78.84
Golden Retriever,Large,Female,2.0,Spayed,Unknown,3.0,12.0,0.0,2.0,26.57
German Shepherd,Large,Male,2.0,Neutered,Unknown,1.0,11.0,1.0,2.0,37.75
German Shepherd,Large,Female,8.0,Neutered,Very Active,6.0,11.0,1.0,0.0,29.07
Beagle,Small,Female,12.0,Neutered,Active,3.0,12.0,0.0,3.0,13.73
Poodle,Small,Unknown,4.0,Spayed,Active,5.0,8.0,2.0,1.0,20.87
Doberman,Large,Male,1.0,Spayed,Unknown,3.0,11.0,0.0,2.0,38.05
Yorkshire Terrier,Small,Female,12.0,Spayed,Active,2.0,9.0,1.0,2.0,2.0
German Shepherd,Large,Female,11.0,Unknown,Active,3.0,10.0,3.0,0.0,36.26
Chihuahua,Small,Unknown,8.0,Spayed,Active,1.0,12.0,2.0,2.0,2.48
Golden Retriever,Large,Female,8.0,Spayed,Very Active,4.0,12.0,1.0,0.0,25.73
Great Dane,Large,Female,8.0,Spayed,Active,4.0,11.0,3.0,2.0,56.35
Great Dane,Large,Female,7.0,Unknown,Unknown,2.0,10.0,2.0,2.0,56.25
Doberman,Large,Female,6.0,Neutered,Moderate,3.0,11.0,1.0,0.0,32.0
Rottweiler,Large,Male,3.0,Neutered,Moderate,4.0,9.0,0.0,3.0,36.79
German Shepherd,Large,Male,6.0,Neutered,Very Active,0.0,12.0,2.0,3.0,25.85
Unknown,Large,Female,8.0,Unknown,Active,3.0,12.0,2.0,1.0,15.42
Dachshund,Small,Unknown,10.0,Spayed,Moderate,2.0,11.0,1.0,1.0,6.1
Rottweiler,Large,Female,7.0,Neutered,Very Active,2.0,10.0,0.0,2.0,51.6
Australian Shepherd,Medium,Female,6.0,Neutered,Moderate,0.0,11.0,2.0,0.0,29.03
Rottweiler,Large,Female,7.0,Unknown,Low,4.0,10.0,0.0,2.0,45.71
Siberian Husky,Medium,Male,2.0,Neutered,Active,3.0,11.0,4.0,1.0,21.77
Rottweiler,Large,Male,7.0,Spayed,Moderate,4.0,13.0,2.0,1.0,35.38
Dachshund,Small,Male,1.0,Spayed,Unknown,5.0,12.0,1.0,1.0,6.26
Yorkshire Terrier,Small,Female,8.0,Spayed,Moderate,1.0,11.0,2.0,1.0,4.16
Bulldog,Medium,Male,13.0,Unknown,Active,3.0,10.0,2.0,0.0,19.44
Chihuahua,Small,Female,3.0,Neutered,Very Active,3.0,11.0,1.0,3.0,2.1
Chihuahua,Small,Female,10.0,Neutered,Active,2.0,10.0,1.0,1.0,3.9
Doberman,Large,Female,1.0,Spayed,Very Active,2.0,11.0,1.0,0.0,28.6
Beagle,Small,Female,8.0,Spayed,Low,3.0,11.0,2.0,1.0,10.79
Bulldog,Medium,Male,7.0,Spayed,Very Active,3.0,12.0,3.0,0.0,22.23
Yorkshire Terrier,Small,Female,2.0,Neutered,Active,4.0,10.0,1.0,1.0,2.55
Yorkshire Terrier,Small,Female,12.0,Spayed,Very Active,1.0,13.0,0.0,1.0,2.51
Rottweiler,Large,Female,10.0,Unknown,Unknown,3.0,10.0,2.0,1.0,52.74
Australian Shepherd,Medium,Female,11.0,Unknown,Active,2.0,8.0,3.0,1.0,26.76
Beagle,Small,Male,2.0,Unknown,Very Active,3.0,11.0,2.0,0.0,15.37
Poodle,Small,Male,13.0,Spayed,Low,3.0,12.0,1.0,4.0,18.14
Chihuahua,Small,Female,7.0,Neutered,Moderate,3.0,8.0,2.0,1.0,2.21
Yorkshire Terrier,Unknown,Male,2.0,Unknown,Low,2.0,12.0,2.0,0.0,2.75
Australian Shepherd,Medium,Female,8.0,Neutered,Moderate,2.0,11.0,2.0,3.0,26.31
Rottweiler,Large,Female,10.0,Neutered,Unknown,4.0,11.0,3.0,1.0,39.4
Bulldog,Medium,Male,7.0,Unknown,Very Active,2.0,14.0,1.0,3.0,24.08
Bulldog,Medium,Female,12.0,Spayed,Unknown,3.0,14.0,2.0,3.0,24.95
Bulldog,Medium,Male,6.0,Spayed,Low,2.0,10.0,2.0,2.0,21.61
Poodle,Small,Female,12.0,Spayed,Very Active,2.0,12.0,2.0,2.0,21.77
Beagle,Small,Female,4.0,Spayed,Very Active,5.0,11.0,4.0,0.0,11.17
Beagle,Small,Male,8.0,Spayed,Active,2.0,9.0,3.0,0.0,10.16
Chihuahua,Small,Male,3.0,Spayed,Active,1.0,10.0,2.0,1.0,2.24
German Shepherd,Large,Female,7.0,Unknown,Active,2.0,12.0,0.0,0.0,29.94
German Shepherd,Large,Female,5.0,Neutered,Low,2.0,11.0,3.0,0.0,27.91
German Shepherd,Large,Male,3.0,Neutered,Active,2.0,9.0,4.0,0.0,25.4
