ID,Breed,Breed Size,Sex,Age,Spay/Neuter Status,Daily Activity Level,Diet,Food Brand,Daily Walk Distance (miles),Other Pets in Household,Medications,Seizures,Hours of Sleep,Play Time (hrs),Owner Activity Level,Annual Vet Visits,Average Temperature (F),Synthetic,Healthy,Weight (kg)
3073,Siberian Husky,Medium,Male,3.0,Spayed,Moderate,Hard food,Nutro,5.0,Yes,Yes,No,10.0,0.0,Active,1.0,67.0,Yes,Yes,22.36
3074,German Shepherd,Large,Female,9.0,Neutered,Unknown,Special diet,Iams,3.0,No,No,No,9.0,2.0,Moderate,1.0,65.0,Yes,Yes,22.23
3075,Beagle,Small,Male,3.0,Unknown,Unknown,Home cooked,Special,1.0,No,Yes,No,13.0,2.0,Low,3.0,58.0,Yes,Yes,14.1
3076,Yorkshire Terrier,Small,Female,5.0,Unknown,Active,Home cooked,Special,2.0,No,Yes,Unknown,10.0,3.0,Active,0.0,45.0,Yes,Yes,3.11
3077,Chihuahua,Small,Female,6.0,Neutered,Active,Home cooked,Special,2.0,Yes,No,No,10.0,1.0,Moderate,1.0,64.0,Yes,Yes,3.53
3079,Bulldog,Medium,Female,5.0,Neutered,Active,Special diet,Pedigree,3.0,Yes,No,No,14.0,1.0,Active,4.0,78.0,Yes,Yes,19.96
3082,Poodle,Small,Male,11.0,Neutered,Moderate,Home cooked,Special,1.0,No,No,No,12.0,0.0,Unknown,2.0,86.0,Yes,Yes,25.4
3085,Labrador Retriever,Large,Male,3.0,Neutered,Moderate,Unknown,Special,3.0,No,No,No,10.0,2.0,Unknown,1.0,94.0,Unknown,Yes,26.54
3086,Chihuahua,Small,Male,2.0,Neutered,Very Active,Home cooked,Special,1.0,Unknown,No,No,11.0,2.0,Very Active,2.0,57.0,Yes,Yes,1.84
3089,German Shepherd,Large,Male,9.0,Neutered,Moderate,Hard food,Hill's Science,3.0,No,Unknown,No,10.0,0.0,Active,2.0,65.0,Yes,Yes,26.76
3092,Dachshund,Small,Female,13.0,Unknown,Low,Home cooked,Special,1.0,No,No,No,10.0,1.0,Unknown,2.0,40.0,Yes,Yes,7.66
3093,Dachshund,Small,Female,8.0,Neutered,Very Active,Special diet,Pedigree,0.0,No,Yes,No,13.0,0.0,Moderate,2.0,86.0,Yes,Yes,5.43
3096,Poodle,Small,Male,11.0,Spayed,Active,Home cooked,Special,4.0,No,Yes,No,10.0,2.0,Very Active,1.0,56.0,Yes,Yes,13.61
3097,Bulldog,Medium,Male,9.0,Unknown,Moderate,Unknown,Hill's Science,2.0,Yes,No,No,12.0,0.0,Moderate,2.0,90.0,Yes,Yes,22.15
3098,Labrador Retriever,Large,Female,3.0,Neutered,Moderate,Wet food,Hill's Science,1.0,No,No,No,10.0,4.0,Active,2.0,42.0,Yes,Yes,29.8
3099,Yorkshire Terrier,Small,Male,8.0,Neutered,Active,Hard food,Unknown,2.0,Yes,Yes,No,11.0,1.0,Moderate,1.0,51.0,Yes,Yes,2.08
3100,Unknown,Large,Male,6.0,Neutered,Moderate,Home cooked,Special,5.0,Yes,No,No,9.0,1.0,Active,2.0,50.0,Yes,Yes,19.5
3102,Golden Retriever,Large,Female,12.0,Spayed,Low,Special diet,Royal Canin,1.0,No,No,No,12.0,2.0,Unknown,1.0,70.0,Yes,Yes,25.85
3103,Great Dane,Large,Female,3.0,Neutered,Very Active,Special diet,Pedigree,5.0,No,No,No,11.0,1.0,Very Active,1.0,70.0,Yes,Yes,81.42
3104,Dachshund,Small,Male,8.0,Neutered,Unknown,Hard food,Iams,0.0,No,No,No,11.0,1.0,Unknown,1.0,62.0,Yes,Yes,4.33
3105,Chihuahua,Small,Male,6.0,Neutered,Moderate,Hard food,Iams,3.0,No,Yes,Unknown,10.0,2.0,Active,2.0,60.0,Yes,Yes,3.53
3108,Golden Retriever,Large,Male,6.0,Unknown,Low,Wet food,Blue Buffalo,2.0,Yes,No,No,11.0,1.0,Active,1.0,59.0,Yes,Yes,32.39
3109,Great Dane,Large,Male,12.0,Spayed,Very Active,Hard food,Hill's Science,3.0,No,Yes,Unknown,10.0,1.0,Unknown,1.0,40.0,Yes,Yes,55.94
3110,Labrador Retriever,Large,Female,1.0,Unknown,Low,Special diet,Unknown,3.0,Yes,No,No,13.0,1.0,Active,1.0,78.0,Yes,Yes,34.78
3112,Poodle,Small,Female,8.0,Spayed,Moderate,Hard food,Blue Buffalo,3.0,Yes,Yes,No,10.0,1.0,Low,1.0,73.0,Yes,Yes,14.97
3113,Labrador Retriever,Large,Female,8.0,Neutered,Moderate,Wet food,Hill's Science,3.0,Yes,No,No,11.0,1.0,Low,1.0,35.0,Yes,Yes,26.7
3114,Poodle,Small,Female,13.0,Neutered,Very Active,Hard food,Hill's Science,3.0,No,No,No,8.0,2.0,Very Active,1.0,74.0,Yes,Yes,24.04
3116,Australian Shepherd,Medium,Male,6.0,Neutered,Moderate,Home cooked,Special,2.0,Yes,No,No,13.0,2.0,Unknown,1.0,85.0,Yes,Yes,18.14
3117,Beagle,Small,Male,10.0,Spayed,Low,Home cooked,Special,1.0,Yes,Yes,No,12.0,1.0,Low,2.0,75.0,Yes,Yes,15.88
3118,Poodle,Small,Female,4.0,Unknown,Very Active,Wet food,Wellness,0.0,Yes,No,No,10.0,0.0,Active,2.0,82.0,Yes,Yes,22.68
3121,Dachshund,Unknown,Male,6.0,Spayed,Very Active,Special diet,Iams,2.0,No,Yes,No,10.0,0.0,Low,4.0,50.0,Yes,Yes,7.53
3122,Rottweiler,Large,Female,3.0,Spayed,Low,Special diet,Nutro,4.0,No,No,No,12.0,1.0,Low,3.0,60.0,Yes,Yes,58.02
3123,Dachshund,Small,Male,5.0,Neutered,Active,Hard food,Hill's Science,0.0,Yes,Yes,No,11.0,2.0,Moderate,1.0,81.0,Yes,Yes,7.61
3124,Boxer,Medium,Female,8.0,Spayed,Low,Hard food,Iams,2.0,Yes,No,No,8.0,1.0,Low,1.0,65.0,Yes,Yes,25.4
3128,Rottweiler,Large,Male,5.0,Spayed,Very Active,Home cooked,Special,4.0,Yes,No,No,11.0,2.0,Low,1.0,56.0,Yes,Yes,59.41
3129,German Shepherd,Large,Female,10.0,Spayed,Active,Home cooked,Special,5.0,Yes,Yes,No,12.0,2.0,Active,0.0,74.0,Yes,Yes,24.04
3130,Great Dane,Large,Female,1.0,Spayed,Very Active,Unknown,Nutro,2.0,No,No,No,12.0,0.0,Moderate,1.0,61.0,Yes,Yes,52.28
3131,Beagle,Small,Male,1.0,Neutered,Low,Wet food,Blue Buffalo,4.0,No,No,No,11.0,2.0,Unknown,2.0,41.0,Yes,Yes,14.96
3133,Great Dane,Large,Male,3.0,Neutered,Low,Special diet,Blue Buffalo,1.0,No,Yes,No,11.0,1.0,Unknown,1.0,51.0,Yes,Yes,49.93
3134,Golden Retriever,Large,Male,7.0,Unknown,Unknown,Special diet,Pedigree,2.0,No,No,No,9.0,3.0,Moderate,2.0,97.0,Yes,Yes,26.78
3136,Dachshund,Small,Female,6.0,Spayed,Very Active,Hard food,Royal Canin,3.0,No,Yes,No,11.0,1.0,Unknown,0.0,67.0,Yes,Yes,4.84
3138,German Shepherd,Large,Male,11.0,Unknown,Low,Special diet,Hill's Science,3.0,No,No,No,10.0,1.0,Low,1.0,45.0,Yes,Yes,22.08
3140,Doberman,Large,Male,1.0,Neutered,Very Active,Hard food,Blue Buffalo,3.0,Yes,No,No,14.0,2.0,Very Active,0.0,69.0,Yes,Yes,37.17
3143,Doberman,Large,Female,10.0,Spayed,Active,Unknown,Hill's Science,3.0,No,Yes,No,10.0,2.0,Moderate,4.0,79.0,Yes,Yes,43.86
3144,Chihuahua,Small,Female,13.0,Spayed,Very Active,Home cooked,Special,2.0,No,No,No,10.0,3.0,Unknown,1.0,74.0,Yes,Yes,1.01
3146,Chihuahua,Small,Male,3.0,Spayed,Low,Wet food,Blue Buffalo,0.0,Yes,No,No,12.0,1.0,Moderate,0.0,58.0,Yes,Yes,1.87
3147,Great Dane,Large,Male,7.0,Neutered,Unknown,Hard food,Hill's Science,3.0,No,No,No,13.0,2.0,Very Active,3.0,55.0,Yes,Yes,55.93
3148,Bulldog,Medium,Male,7.0,Spayed,Very Active,Wet food,Iams,3.0,Yes,No,No,12.0,2.0,Active,0.0,65.0,Yes,Yes,20.24
3150,Doberman,Large,Male,8.0,Neutered,Very Active,Home cooked,Special,3.0,Yes,Yes,No,11.0,3.0,Active,2.0,52.0,Yes,Yes,32.57
3151,Boxer,Medium,Male,5.0,Neutered,Low,Home cooked,Special,5.0,Yes,No,No,11.0,2.0,Unknown,3.0,78.0,Yes,Yes,34.85
3152,Bulldog,Medium,Male,11.0,Neutered,Active,Special diet,Hill's Science,3.0,Yes,No,No,11.0,1.0,Moderate,0.0,72.0,Unknown,Yes,23.59
3153,Siberian Husky,Medium,Female,9.0,Spayed,Low,Hard food,Blue Buffalo,3.0,Unknown,No,No,11.0,1.0,Unknown,2.0,95.0,Yes,Yes,20.87
3154,Dachshund,Small,Male,13.0,Unknown,Low,Home cooked,Special,2.0,Yes,No,No,13.0,2.0,Unknown,1.0,64.0,Yes,Yes,7.52
3155,German Shepherd,Large,Female,1.0,Spayed,Low,Hard food,Royal Canin,2.0,No,No,No,11.0,2.0,Very Active,4.0,86.0,Yes,Yes,30.39
3156,Beagle,Small,Female,8.0,Unknown,Moderate,Unknown,Special,4.0,Yes,No,No,10.0,2.0,Low,3.0,56.0,Yes,Yes,15.88
3157,German Shepherd,Unknown,Female,8.0,Unknown,Unknown,Hard food,Pedigree,5.0,No,No,No,10.0,0.0,Very Active,3.0,93.0,Yes,Yes,23.62
3158,Rottweiler,Large,Female,6.0,Spayed,Very Active,Special diet,Hill's Science,5.0,No,Yes,No,9.0,2.0,Very Active,3.0,75.0,Yes,Yes,49.97
3160,Labrador Retriever,Large,Male,2.0,Neutered,Active,Wet food,Nutro,3.0,No,Yes,No,10.0,2.0,Unknown,2.0,56.0,Yes,Yes,32.21
3162,Dachshund,Unknown,Male,5.0,Spayed,Active,Special diet,Pedigree,3.0,No,Yes,No,11.0,3.0,Unknown,2.0,47.0,Yes,Yes,6.8
3164,Siberian Husky,Medium,Female,7.0,Unknown,Very Active,Home cooked,Special,2.0,No,Yes,No,12.0,1.0,Unknown,2.0,72.0,Yes,Yes,24.95
3166,Poodle,Small,Female,5.0,Spayed,Very Active,Unknown,Special,3.0,No,Yes,No,11.0,2.0,Unknown,4.0,87.0,Yes,Yes,24.95
3168,Golden Retriever,Large,Female,5.0,Spayed,Moderate,Unknown,Wellness,4.0,No,Yes,No,11.0,2.0,Very Active,1.0,79.0,Yes,Yes,32.21
3169,Great Dane,Large,Female,3.0,Neutered,Unknown,Wet food,Blue Buffalo,1.0,Yes,No,No,11.0,1.0,Low,0.0,78.0,Yes,Yes,56.01
3170,Rottweiler,Large,Male,5.0,Neutered,Low,Hard food,Purina,4.0,Yes,No,No,11.0,2.0,Very Active,0.0,71.0,Yes,Yes,43.12
3172,Beagle,Small,Female,2.0,Unknown,Very Active,Hard food,Hill's Science,0.0,No,Yes,No,9.0,0.0,Moderate,1.0,74.0,Yes,Yes,9.02
3174,Yorkshire Terrier,Small,Male,5.0,Neutered,Active,Special diet,Purina,2.0,Yes,No,No,10.0,1.0,Low,1.0,48.0,Yes,Yes,4.02
3179,Bulldog,Medium,Female,3.0,Neutered,Low,Home cooked,Special,2.0,No,Yes,No,10.0,1.0,Unknown,1.0,68.0,Yes,Yes,20.76
3181,Beagle,Small,Female,10.0,Spayed,Active,Hard food,Hill's Science,4.0,No,No,No,10.0,1.0,Moderate,2.0,45.0,Yes,Yes,12.69
3182,Siberian Husky,Medium,Female,8.0,Neutered,Unknown,Hard food,Royal Canin,5.0,No,No,No,10.0,0.0,Active,2.0,64.0,Yes,Yes,16.78
3183,Australian Shepherd,Medium,Female,3.0,Unknown,Unknown,Home cooked,Special,3.0,No,No,No,12.0,2.0,Very Active,1.0,47.0,Yes,Yes,24.95
3185,Boxer,Medium,Male,3.0,Spayed,Active,Home cooked,Special,3.0,No,Yes,No,10.0,3.0,Low,0.0,100.0,Yes,Yes,35.83
3187,Beagle,Small,Male,5.0,Neutered,Low,Special diet,Hill's Science,0.0,No,No,Yes,11.0,1.0,Very Active,2.0,86.0,Yes,Yes,15.88
3188,Golden Retriever,Large,Male,5.0,Unknown,Unknown,Home cooked,Special,3.0,Yes,Yes,No,9.0,1.0,Very Active,2.0,50.0,Yes,Yes,28.39
3190,Labrador Retriever,Large,Male,7.0,Spayed,Very Active,Wet food,Blue Buffalo,3.0,Yes,No,No,11.0,2.0,Very Active,2.0,43.0,Yes,Yes,30.92
3193,Labrador Retriever,Large,Male,1.0,Neutered,Very Active,Home cooked,Special,4.0,No,No,No,11.0,1.0,Very Active,1.0,44.0,Yes,Yes,26.76
3194,Poodle,Unknown,Female,12.0,Spayed,Very Active,Hard food,Hill's Science,4.0,No,No,No,12.0,2.0,Low,0.0,59.0,Yes,Yes,19.5
3195,German Shepherd,Large,Female,2.0,Unknown,Active,Wet food,Wellness,3.0,No,Yes,No,13.0,1.0,Low,1.0,50.0,Yes,Yes,26.31
3196,Rottweiler,Large,Male,6.0,Unknown,Moderate,Wet food,Royal Canin,1.0,Yes,No,No,11.0,1.0,Moderate,1.0,67.0,Yes,Yes,47.13
3197,Poodle,Small,Male,9.0,Spayed,Moderate,Special diet,Royal Canin,4.0,No,No,No,12.0,2.0,Active,1.0,71.0,Yes,Yes,23.13
3198,Golden Retriever,Large,Female,5.0,Spayed,Active,Home cooked,Special,3.0,Yes,No,No,11.0,2.0,Active,1.0,43.0,Unknown,Yes,25.85
3199,Great Dane,Large,Female,7.0,Neutered,Active,Special diet,Purina,4.0,Yes,Yes,No,12.0,0.0,Active,4.0,93.0,Yes,Yes,78.98
3200,Boxer,Medium,Female,8.0,Unknown,Very Active,Home cooked,Special,1.0,No,No,No,10.0,2.0,Very Active,3.0,76.0,Yes,Yes,28.76
3202,Dachshund,Small,Male,10.0,Spayed,Active,Wet food,Iams,2.0,Yes,Yes,No,14.0,2.0,Very Active,1.0,39.0,Yes,Yes,4.9
3203,Boxer,Medium,Female,5.0,Unknown,Active,Unknown,Iams,2.0,No,No,No,12.0,4.0,Very Active,2.0,58.0,Yes,Yes,27.24
3204,Labrador Retriever,Large,Male,11.0,Unknown,Low,Wet food,Royal Canin,5.0,No,No,No,9.0,2.0,Unknown,3.0,40.0,Yes,Yes,30.44
3205,Doberman,Large,Male,9.0,Spayed,Unknown,Wet food,Blue Buffalo,2.0,Yes,No,No,12.0,2.0,Low,2.0,61.0,Yes,Yes,34.47
3207,Australian Shepherd,Medium,Male,6.0,Neutered,Unknown,Hard food,Nutro,2.0,No,No,No,11.0,1.0,Unknown,3.0,40.0,Yes,Yes,24.04
3208,Rottweiler,Large,Female,12.0,Unknown,Unknown,Special diet,Royal Canin,1.0,Yes,No,No,11.0,4.0,Low,3.0,83.0,Yes,Yes,57.6
3209,Poodle,Small,Female,6.0,Spayed,Very Active,Home cooked,Special,0.0,Yes,Yes,No,13.0,2.0,Unknown,1.0,63.0,Yes,Yes,23.13
3210,Doberman,Large,Female,11.0,Spayed,Low,Home cooked,Special,2.0,Yes,No,No,11.0,1.0,Moderate,2.0,73.0,Yes,Yes,34.54
3211,Doberman,Large,Male,6.0,Unknown,Very Active,Hard food,Iams,1.0,No,Yes,No,11.0,1.0,Active,2.0,81.0,Yes,Yes,32.66
3213,Siberian Husky,Medium,Male,1.0,Neutered,Low,Special diet,Purina,3.0,Yes,Yes,No,13.0,1.0,Moderate,1.0,54.0,Yes,Yes,21.77
3214,German Shepherd,Large,Male,2.0,Unknown,Active,Unknown,Hill's Science,1.0,No,No,No,11.0,3.0,Moderate,0.0,63.0,Yes,Yes,35.38
3215,Labrador Retriever,Large,Male,7.0,Neutered,Low,Wet food,Nutro,3.0,No,No,No,11.0,0.0,Active,0.0,64.0,Yes,Yes,28.48
3216,Bulldog,Medium,Male,1.0,Spayed,Unknown,Special diet,Blue Buffalo,3.0,Yes,No,Unknown,12.0,1.0,Very Active,1.0,63.0,Yes,Yes,22.68
3217,Chihuahua,Small,Male,2.0,Unknown,Moderate,Home cooked,Special,5.0,Yes,No,No,13.0,2.0,Low,4.0,45.0,Yes,Yes,1.98
3218,Labrador Retriever,Large,Female,4.0,Neutered,Low,Home cooked,Special,3.0,Yes,No,No,11.0,1.0,Active,0.0,59.0,Yes,Yes,32.17
3219,German Shepherd,Large,Male,4.0,Spayed,Active,Home cooked,Special,6.0,No,Yes,No,12.0,2.0,Unknown,2.0,64.0,Yes,Yes,24.04
3220,Doberman,Large,Female,3.0,Spayed,Very Active,Home cooked,Special,3.0,No,Unknown,No,10.0,4.0,Low,1.0,64.0,Yes,Yes,34.93
3221,Unknown,Large,Male,8.0,Unknown,Very Active,Special diet,Nutro,3.0,No,No,No,9.0,3.0,Low,1.0,55.0,Yes,Yes,26.76
3222,Australian Shepherd,Medium,Male,5.0,Unknown,Unknown,Wet food,Pedigree,2.0,No,No,No,11.0,2.0,Moderate,2.0,60.0,Yes,Yes,21.32
3223,Chihuahua,Small,Male,13.0,Unknown,Very Active,Home cooked,Special,4.0,No,No,No,12.0,1.0,Active,0.0,76.0,Yes,Yes,2.36
3224,Siberian Husky,Medium,Female,4.0,Spayed,Low,Special diet,Blue Buffalo,3.0,No,Yes,No,13.0,2.0,Low,1.0,72.0,Unknown,Yes,23.23
3225,Boxer,Medium,Female,2.0,Neutered,Low,Wet food,Wellness,3.0,Yes,Yes,No,10.0,2.0,Very Active,2.0,61.0,Unknown,Yes,25.4
3226,Poodle,Small,Female,2.0,Neutered,Unknown,Special diet,Nutro,1.0,No,No,No,12.0,2.0,Active,3.0,71.0,Yes,Yes,25.4
3228,Chihuahua,Small,Male,12.0,Spayed,Low,Wet food,Purina,1.0,Yes,Unknown,No,14.0,2.0,Moderate,1.0,72.0,Yes,Yes,1.12
3229,Yorkshire Terrier,Small,Male,11.0,Spayed,Active,Home cooked,Special,2.0,No,Yes,No,12.0,1.0,Very Active,2.0,84.0,Yes,Yes,4.75
3230,Unknown,Large,Female,4.0,Unknown,Moderate,Home cooked,Special,2.0,Yes,Yes,No,10.0,1.0,Moderate,3.0,88.0,Yes,Yes,17.24
3231,Rottweiler,Large,Female,6.0,Unknown,Active,Special diet,Hill's Science,3.0,No,Yes,No,12.0,0.0,Moderate,0.0,59.0,Yes,Yes,55.33
3233,Labrador Retriever,Large,Male,7.0,Spayed,Moderate,Home cooked,Special,3.0,Yes,No,No,11.0,2.0,Unknown,0.0,40.0,Yes,Yes,32.21
3234,Doberman,Large,Female,5.0,Neutered,Unknown,Wet food,Purina,7.0,Yes,Yes,No,11.0,0.0,Unknown,4.0,67.0,Yes,Yes,41.03
3235,Bulldog,Medium,Female,6.0,Unknown,Very Active,Special diet,Purina,0.0,Yes,No,No,10.0,0.0,Active,0.0,66.0,Yes,Yes,23.13
3237,Poodle,Small,Female,8.0,Neutered,Active,Hard food,Pedigree,2.0,No,No,No,12.0,1.0,Low,0.0,64.0,Yes,Yes,14.51
3238,Great Dane,Large,Female,6.0,Unknown,Unknown,Home cooked,Special,4.0,No,Yes,No,12.0,3.0,Moderate,2.0,50.0,Yes,Yes,52.04
3241,Poodle,Small,Male,7.0,Spayed,Unknown,Special diet,Pedigree,2.0,Yes,Yes,No,8.0,2.0,Unknown,2.0,69.0,Yes,Yes,25.85
3242,Dachshund,Small,Male,5.0,Spayed,Active,Special diet,Purina,4.0,No,No,No,12.0,3.0,Very Active,1.0,70.0,Yes,Yes,8.94
3243,Bulldog,Medium,Male,5.0,Neutered,Very Active,Special diet,Wellness,4.0,No,No,No,8.0,1.0,Very Active,2.0,54.0,Yes,Yes,23.13
3244,Poodle,Small,Female,3.0,Neutered,Very Active,Home cooked,Special,3.0,No,No,No,8.0,1.0,Moderate,1.0,100.0,Yes,Yes,13.15
3245,Chihuahua,Small,Female,2.0,Neutered,Active,Special diet,Purina,1.0,No,Yes,No,12.0,2.0,Unknown,1.0,83.0,Yes,Yes,1.45
3246,Australian Shepherd,Medium,Male,2.0,Spayed,Active,Wet food,Hill's Science,1.0,No,No,No,11.0,1.0,Very Active,3.0,84.0,Yes,Yes,21.32
3247,Bulldog,Medium,Female,11.0,Unknown,Unknown,Special diet,Blue Buffalo,3.0,Yes,Unknown,No,14.0,1.0,Low,3.0,56.0,Yes,Yes,23.4
3249,German Shepherd,Large,Female,1.0,Unknown,Very Active,Home cooked,Special,0.0,Yes,No,No,12.0,0.0,Low,2.0,63.0,Yes,Yes,35.38
3250,Rottweiler,Large,Female,1.0,Neutered,Moderate,Unknown,Iams,2.0,Yes,No,No,12.0,2.0,Very Active,1.0,82.0,Yes,Yes,45.41
3252,Australian Shepherd,Medium,Female,7.0,Unknown,Very Active,Hard food,Hill's Science,2.0,No,Yes,No,12.0,1.0,Low,1.0,77.0,Unknown,Yes,24.04
3253,Poodle,Small,Male,2.0,Unknown,Active,Wet food,Blue Buffalo,3.0,Yes,No,No,13.0,3.0,Unknown,3.0,49.0,Yes,Yes,18.6
3254,Rottweiler,Large,Female,1.0,Unknown,Active,Special diet,Royal Canin,1.0,No,No,No,9.0,2.0,Moderate,2.0,64.0,Unknown,Yes,58.04
3255,Rottweiler,Large,Female,8.0,Spayed,Moderate,Hard food,Blue Buffalo,1.0,No,No,No,11.0,2.0,Moderate,0.0,74.0,Yes,Yes,50.8
3258,Yorkshire Terrier,Small,Male,6.0,Neutered,Very Active,Hard food,Nutro,0.0,Yes,No,No,10.0,1.0,Moderate,2.0,83.0,Yes,Yes,4.54
3260,Australian Shepherd,Medium,Female,5.0,Neutered,Unknown,Wet food,Pedigree,3.0,No,No,No,11.0,3.0,Unknown,1.0,75.0,Yes,Yes,18.6
3261,Chihuahua,Small,Male,10.0,Neutered,Very Active,Special diet,Purina,2.0,No,No,Unknown,9.0,3.0,Active,2.0,83.0,Yes,Yes,1.57
3262,Yorkshire Terrier,Small,Female,8.0,Spayed,Unknown,Wet food,Hill's Science,3.0,Yes,No,No,12.0,2.0,Very Active,3.0,72.0,Yes,Yes,3.54
3263,Doberman,Large,Female,1.0,Neutered,Moderate,Wet food,Purina,4.0,Yes,No,No,10.0,2.0,Unknown,3.0,61.0,Yes,Yes,29.48
3264,Chihuahua,Small,Female,12.0,Spayed,Low,Home cooked,Special,5.0,Yes,Yes,No,12.0,2.0,Very Active,2.0,51.0,Yes,Yes,1.72
3265,Golden Retriever,Unknown,Female,13.0,Neutered,Very Active,Hard food,Royal Canin,1.0,Yes,No,No,12.0,3.0,Low,1.0,59.0,Yes,Yes,26.31
3266,Great Dane,Large,Female,2.0,Neutered,Unknown,Hard food,Wellness,2.0,No,Yes,No,12.0,1.0,Very Active,1.0,66.0,Yes,Yes,64.15
3267,Bulldog,Medium,Female,3.0,Spayed,Low,Wet food,Hill's Science,0.0,Yes,Yes,No,14.0,1.0,Active,2.0,51.0,Yes,Yes,20.31
3268,Boxer,Medium,Female,1.0,Spayed,Active,Wet food,Pedigree,6.0,No,No,Yes,10.0,1.0,Low,2.0,75.0,Yes,Yes,30.39
3269,Doberman,Large,Male,13.0,Unknown,Unknown,Special diet,Wellness,3.0,No,No,Unknown,12.0,0.0,Very Active,1.0,64.0,Yes,Yes,30.2
3270,Golden Retriever,Large,Female,6.0,Spayed,Active,Special diet,Nutro,2.0,No,No,Unknown,9.0,2.0,Low,2.0,51.0,Yes,Yes,26.76
3271,Great Dane,Large,Female,6.0,Neutered,Low,Special diet,Iams,4.0,Yes,No,No,9.0,2.0,Unknown,1.0,44.0,Yes,Yes,68.32
3272,Chihuahua,Small,Male,6.0,Unknown,Active,Home cooked,Special,2.0,No,No,No,13.0,0.0,Active,1.0,64.0,Yes,Yes,2.31
3275,German Shepherd,Large,Male,2.0,Neutered,Unknown,Hard food,Hill's Science,3.0,Yes,No,No,11.0,1.0,Active,2.0,36.0,Yes,Yes,35.15
3277,Rottweiler,Large,Female,1.0,Spayed,Active,Hard food,Nutro,3.0,No,Yes,No,12.0,1.0,Low,1.0,63.0,Yes,Yes,57.54
3278,Boxer,Medium,Male,5.0,Neutered,Moderate,Wet food,Pedigree,1.0,Yes,No,No,11.0,2.0,Unknown,3.0,42.0,Yes,Yes,34.02
3279,Rottweiler,Large,Male,4.0,Neutered,Low,Wet food,Hill's Science,2.0,No,Yes,No,10.0,3.0,Very Active,1.0,67.0,Yes,Yes,40.82
3280,Great Dane,Large,Female,9.0,Spayed,Moderate,Special diet,Iams,4.0,No,Yes,No,11.0,0.0,Very Active,2.0,48.0,Yes,Yes,49.37
3281,Poodle,Small,Female,8.0,Spayed,Active,Hard food,Pedigree,3.0,No,No,No,12.0,3.0,Low,1.0,44.0,Yes,Yes,31.3
3282,Unknown,Small,Male,6.0,Unknown,Active,Hard food,Blue Buffalo,3.0,No,Yes,No,12.0,1.0,Unknown,1.0,42.0,Yes,Yes,28.12
3283,Labrador Retriever,Large,Female,8.0,Neutered,Very Active,Wet food,Royal Canin,3.0,No,No,No,9.0,0.0,Moderate,2.0,75.0,Yes,Yes,27.22
3284,Labrador Retriever,Large,Female,9.0,Spayed,Low,Special diet,Iams,1.0,Unknown,No,No,11.0,1.0,Moderate,1.0,83.0,Yes,Yes,27.22
3286,Great Dane,Large,Female,6.0,Spayed,Unknown,Special diet,Pedigree,2.0,Yes,No,No,11.0,1.0,Active,0.0,55.0,Yes,Yes,47.51
3287,Bulldog,Medium,Male,6.0,Spayed,Low,Home cooked,Special,2.0,No,Yes,No,10.0,0.0,Low,2.0,72.0,Yes,Yes,24.58
3288,Golden Retriever,Large,Female,7.0,Spayed,Unknown,Wet food,Iams,4.0,No,No,Unknown,11.0,0.0,Low,1.0,93.0,Yes,Yes,32.22
3289,Boxer,Medium,Male,11.0,Spayed,Unknown,Home cooked,Special,4.0,No,Yes,No,10.0,2.0,Moderate,2.0,40.0,Yes,Yes,26.15
3291,Great Dane,Large,Female,6.0,Spayed,Active,Special diet,Nutro,5.0,No,Yes,No,11.0,1.0,Moderate,1.0,61.0,Yes,Yes,72.22
3292,Golden Retriever,Large,Female,2.0,Spayed,Unknown,Home cooked,Special,3.0,No,Yes,Unknown,12.0,0.0,Unknown,2.0,76.0,Yes,Yes,31.67
3293,German Shepherd,Large,Male,2.0,Neutered,Unknown,Special diet,Purina,1.0,Yes,Yes,No,11.0,1.0,Active,2.0,51.0,Yes,Yes,28.59
3294,German Shepherd,Large,Female,8.0,Neutered,Very Active,Home cooked,Special,6.0,Yes,No,No,11.0,1.0,Low,0.0,66.0,Yes,Yes,30.51
3296,Beagle,Small,Female,12.0,Neutered,Active,Wet food,Wellness,3.0,Yes,Yes,No,12.0,0.0,Unknown,3.0,86.0,Yes,Yes,15.82
3299,Poodle,Small,Unknown,4.0,Spayed,Active,Hard food,Pedigree,5.0,No,Unknown,No,8.0,2.0,Low,1.0,81.0,Yes,Yes,20.87
3300,Doberman,Large,Male,1.0,Spayed,Unknown,Wet food,Nutro,3.0,Yes,No,No,11.0,0.0,Active,2.0,75.0,Yes,Yes,37.8
3302,Yorkshire Terrier,Small,Female,12.0,Spayed,Active,Wet food,Wellness,2.0,No,Yes,No,9.0,1.0,Moderate,2.0,63.0,Yes,Yes,3.7
3305,German Shepherd,Large,Female,11.0,Unknown,Active,Hard food,Blue Buffalo,3.0,Unknown,No,No,10.0,3.0,Active,0.0,54.0,Yes,Yes,27.08
3308,Chihuahua,Small,Unknown,8.0,Spayed,Active,Special diet,Nutro,1.0,Yes,Yes,No,12.0,2.0,Unknown,2.0,41.0,Yes,Yes,1.84
3310,Golden Retriever,Large,Female,8.0,Spayed,Very Active,Wet food,Iams,4.0,No,Yes,No,12.0,1.0,Very Active,0.0,71.0,Yes,Yes,32.15
